"baseMean","log2FoldChange","lfcSE","pvalue","padj","gene"
17.3572524086388,-0.0106782991082355,0.193554639727248,1,1,"FBgn0039251"
10.3906685818688,-0.0084755078625067,0.211823245042218,1,NA,"FBgn0039854"
304.885602241252,-0.0527349545778947,0.116123433599479,1,1,"FBgn0038388"
250.920299990493,0.0364342820708688,0.112459976325341,1,1,"FBgn0037342"
2.74113577735202,-0.00711994978734497,0.255497513900581,1,NA,"FBgn0038592"
4.35962605217582,-0.0846954352118167,0.361468009229632,0.266573162787379,NA,"FBgn0039354"
5.19213941933141,-0.0222546073442855,0.245952789410539,1,NA,"FBgn0024963"
21.4731526480154,-0.026975475247138,0.192633642975394,1,1,"FBgn0038102"
3533.96422273954,-0.00380506095444065,0.0662081084968571,1,1,"FBgn0038535"
2080.74916891163,0.00540198401943257,0.0753394853410647,1,1,"FBgn0264357"
3749.77619964696,-0.0417426880026287,0.076355451193785,1,1,"FBgn0027492"
812.401286271874,0.307198132504294,0.17249546162669,1,1,"FBgn0026380"
11.6434749299163,0.0400166420820184,0.225163346045109,1,NA,"FBgn0038042"
47.8640154601805,0.0408293932661186,0.177619251245723,1,1,"FBgn0004595"
1536.85554914954,-0.268925681098961,0.146763359159959,1,1,"FBgn0038651"
163.218827870766,-0.133095994101156,0.184076592752882,1,1,"FBgn0020385"
84.5651689121227,0.0795335029610265,0.1749583217162,1,1,"FBgn0037876"
3992.43627017518,-0.033589081709973,0.0750594812352779,1,1,"FBgn0260462"
75.1522855742052,-0.0152393383677103,0.141752329235522,1,1,"FBgn0024912"
338.831667586788,-0.275727781161238,0.207335390270041,1,1,"FBgn0039467"
2598.08169920748,-0.000431082980780932,0.0703083798919732,1,1,"FBgn0026250"
369.646917051772,0.0198770731522513,0.0998753639449182,1,1,"FBgn0038893"
4.87741942992255,0.0359764749933156,0.262870249181268,0.910227961428557,NA,"FBgn0037448"
4.27095508221582,-0.0402583412470404,0.270442989692334,0.820067576134617,NA,"FBgn0267109"
5.07391145938475,0.0116266876445837,0.238525005085894,1,NA,"FBgn0038436"
192.093304485669,0.0199418433283094,0.115108204579651,1,1,"FBgn0025781"
381.296539390626,-0.0121734118584152,0.0940928675958368,1,1,"FBgn0004510"
1423.54302185779,-0.0375344041875033,0.082403705735684,1,1,"FBgn0039581"
881.70037204661,-0.0327722296958902,0.088089176454636,1,1,"FBgn0037720"
6129.30561080458,-0.36771200985995,0.133626227319702,1,1,"FBgn0262582"
45.7004074441739,-0.021964224524631,0.169123124785127,1,1,"FBgn0037713"
4.10083034626541,0.000209426552124263,0.242319993669361,1,NA,"FBti0060337"
726.807479516439,0.00550993047874211,0.0799564563262706,1,1,"FBgn0039187"
3121.49494451615,0.0369620491388335,0.0741481904148283,1,1,"FBgn0005671"
4440.75258702786,0.0405954892092318,0.0732374772258013,1,1,"FBgn0267385"
3.1092785278928,0.0210269752397196,0.266283903409926,0.993275296520578,NA,"FBgn0039043"
908.187663728861,0.032259011187101,0.0841525458881071,1,1,"FBgn0039215"
481.978764397969,0.1301845064849,0.148921047697171,1,1,"FBgn0038953"
1725.54336246456,-0.018183910077565,0.0778981988518499,1,1,"FBgn0024555"
10.5083560842599,-0.0138479948310099,0.212812375944563,1,NA,"FBgn0264982"
361.74867988387,0.22630928015038,0.185502224824215,1,1,"FBgn0037814"
215.683825370906,-0.0352142661156436,0.118384522368179,1,1,"FBgn0037900"
3.78458437172839,-0.028478723144742,0.262407822899678,0.960310664334541,NA,"FBgn0265380"
1131.18981494528,0.0165442240179798,0.0754884528505005,1,1,"FBgn0002441"
471.458918002096,0.00703634708112518,0.0890820193822632,1,1,"FBgn0038053"
773.623600701943,-0.000490542445595348,0.0790579853098919,1,1,"FBgn0023212"
60.173833139348,0.00806651795931182,0.148684515543431,1,1,"FBgn0039336"
332.648259487888,-1.11723283384918,0.214877069132312,0.242605174240756,1,"FBgn0063649"
29.7358368969091,0.060365890557673,0.204884540505638,1,1,"FBgn0038421"
3.15037602237129,-0.0316916852478068,0.277544842629967,0.785314699396639,NA,"FBti0019380"
587.740064886268,0.0267176874979124,0.0889994823128799,1,1,"FBgn0039261"
2.43156654922906,-0.0251798033029369,0.276996329825211,0.838195617499528,NA,"FBgn0264912"
30.2597845030751,0.0203277738760986,0.180728253163926,1,1,"FBgn0051029"
263.497144591055,-0.765839193291402,0.225724212193249,1,1,"FBgn0261808"
257.843107593533,0.0162170858349636,0.105633430765255,1,1,"FBgn0037647"
197.728233538203,0.000957966236372687,0.115950464167167,1,1,"FBgn0039210"
1136.16108050557,0.021838034423392,0.0772457505009234,1,1,"FBgn0039213"
4.74318873822841,0.0494280444690622,0.278440029666058,0.731421015136664,NA,"FBgn0039832"
12.6686535844504,0.00259439517065338,0.203609702841442,1,1,"FBgn0037433"
2398.79441642326,0.602255445204312,0.118987272016579,1,1,"FBgn0266064"
5.41009108511071,-0.0430673201527244,0.262799967035537,0.886847387748745,NA,"FBgn0261287"
8592.26645055456,-0.504605270868734,0.110078444154895,1,1,"FBgn0010225"
